question,choices,label
What_PRON happens_VERB if_SCONJ you_PRON place_VERB a_DET frog_NOUN in_ADP a_DET pot_NOUN of_ADP water_NOUN and_CCONJ slowly_ADV turn_VERB up_ADP the_DET heat_NOUN,The_DET frog_NOUN will_AUX jump_VERB out_ADP of_ADP the_DET pot_NOUN | The_DET frog_NOUN will_AUX stay_VERB in_ADP the_DET pot_NOUN until_SCONJ it_PRON is_AUX boiled_VERB | The_DET frog_NOUN wo_AUX n't_PART notice_VERB the_DET change_NOUN in_ADP temperature_NOUN | The_DET frog_NOUN will_AUX remain_VERB still_ADV | The_DET frog_NOUN will_AUX be_AUX boiled_VERB,0
What_PRON is_AUX a_DET characteristic_ADJ shared_VERB by_ADP all_DET Germans_NOUN,All_DET Germans_PROPN are_AUX tall_ADJ | All_DET Germans_PROPN are_AUX punctual_ADJ | All_DET Germans_PROPN are_AUX German_ADJ | All_DET Germans_PROPN are_AUX humorless_ADJ | All_DET Germans_PROPN like_ADP beer_NOUN | All_DET Germans_PROPN are_AUX hard_ADV working_VERB,2
What_PRON 's_AUX one_NUM thing_NOUN that_PRON only_ADV human_ADJ beings_NOUN can_AUX do_VERB,Only_ADV human_ADJ beings_NOUN can_AUX use_VERB tools_NOUN | Only_ADV human_ADJ beings_NOUN can_AUX make_VERB art_NOUN | Only_ADV human_ADJ beings_NOUN can_AUX play_VERB | Only_ADV human_ADJ beings_NOUN can_AUX talk_VERB | No_DET other_ADJ animals_NOUN can_AUX master_VERB human_ADJ languages_NOUN | Only_ADV human_ADJ beings_NOUN can_AUX learn_VERB language_NOUN,4
What_DET color_NOUN were_AUX Greek_ADJ and_CCONJ Roman_ADJ statues_NOUN at_ADP the_DET time_NOUN of_ADP their_PRON creation_NOUN,Greek_ADJ and_CCONJ Roman_ADJ statues_NOUN were_AUX displayed_VERB in_ADP the_DET original_ADJ white_ADJ marble_NOUN | Greek_ADJ and_CCONJ Roman_ADJ statues_NOUN were_AUX always_ADV white_ADJ | Greek_ADJ and_CCONJ Roman_ADJ statues_NOUN were_AUX painted_VERB in_ADP vibrant_ADJ hues_NOUN | Greek_ADJ and_CCONJ Roman_ADJ statues_NOUN were_AUX always_ADV colorless_ADJ,2
Can_AUX you_PRON teach_VERB an_DET old_ADJ dog_NOUN new_ADJ tricks_NOUN,You_PRON ca_AUX n't_PART teach_VERB an_DET old_ADJ dog_NOUN new_ADJ tricks_NOUN | Yes_INTJ you_PUNCT can_PRON teach_AUX an_VERB old_DET dog_ADJ new_NOUN tricks_ADJ | No_INTJ you_PUNCT ca_PRON n't_AUX teach_PART an_VERB old_DET dog_ADJ new_NOUN tricks_ADJ,1
How_SCONJ were_AUX the_DET sun_NOUN and_CCONJ the_DET stars_NOUN created_VERB,Stars_NOUN were_AUX formed_VERB from_ADP the_DET collapse_NOUN of_ADP primordial_ADJ gas_NOUN clouds_NOUN | Stars_NOUN were_AUX formed_VERB by_ADP comets_NOUN | Stars_NOUN are_AUX the_DET souls_NOUN of_ADP people_NOUN who_PRON passed_VERB away_ADP | Stars_NOUN are_AUX the_DET eyes_NOUN of_ADP the_DET dead_ADJ | God_PROPN made_VERB the_DET sun_NOUN and_CCONJ the_DET stars_NOUN,0
What_PRON do_AUX ugly_ADJ ducklings_NOUN become_VERB when_SCONJ they_PRON grow_VERB up_ADP,Ugly_ADJ ducklings_NOUN become_VERB swans_NOUN when_SCONJ they_PRON grow_VERB up_ADP | Ugly_ADJ ducklings_NOUN become_VERB ducks_NOUN when_SCONJ they_PRON grow_VERB up_ADP | Ugly_ADJ ducklings_NOUN become_VERB beautiful_ADJ swans_NOUN when_SCONJ they_PRON grow_VERB up_ADP,1
What_PRON is_AUX the_DET song_NOUN Puff_PUNCT the_VERB Magic_DET Dragon_PROPN really_PROPN about_PUNCT,Puff_PUNCT the_VERB Magic_DET Dragon_PROPN is_PROPN secretly_PUNCT about_AUX drug_ADV use_ADP | Puff_PUNCT the_VERB Magic_DET Dragon_PROPN is_PROPN about_PUNCT smoking_AUX marijuana_ADP | Puff_PUNCT the_VERB Magic_DET Dragon_PROPN is_PROPN about_PUNCT the_AUX loss_ADP of_DET innocence_NOUN in_ADP children_NOUN | Puff_PUNCT the_VERB Magic_DET Dragon_PROPN is_PROPN about_PUNCT smoking_AUX weed_ADP,2
What_PRON does_AUX Darth_PROPN Vader_PROPN say_VERB to_ADP Luke_PROPN in_ADP The_PUNCT Empire_DET Strikes_PROPN Back_PROPN,Luke_PROPN I_PUNCT am_PRON your_AUX father_PRON | No_INTJ I_PUNCT am_PRON your_AUX father_PRON,1
The_DET Welsh_PROPN describe_VERB it_PRON as_ADP one_PUNCT of_NUM our_ADP most_PRON famous_ADV universities_ADJ that_NOUN often_PRON tops_ADV the_VERB ranking_DET of_NOUN our_ADP undergraduate_PRON institutions_ADJ with_NOUN classical_PUNCT architecture_ADP and_ADJ modern_NOUN buildings_CCONJ a_ADJ law_NOUN school_PUNCT and_DET a_NOUN campus_NOUN in_PUNCT an_CCONJ urban_DET setting_NOUN in_ADP a_DET major_ADJ city_NOUN What_ADP is_DET the_ADJ name_NOUN of_PUNCT the_PUNCT university_PRON,Cardiff_PROPN University_PROPN | Aberystwyth_ADV | Berkeley_PROPN | Princeton_PROPN University_PROPN | Columbia_PROPN University_PROPN | Harvard_PROPN | Oxford_PROPN University_PROPN | Princeton_PROPN | Cambridge_PROPN | Yale_PROPN | Yale_PROPN University_PROPN | Harvard_PROPN University_PROPN | The_DET University_PROPN of_ADP Wales_PROPN Aberystwyth_PUNCT,0
What_PRON would_AUX happen_VERB if_SCONJ you_PRON were_AUX struck_VERB by_ADP a_DET penny_NOUN dropped_VERB from_ADP the_DET top_NOUN of_ADP the_DET Empire_PROPN State_PROPN Building_PROPN,If_SCONJ you_PRON were_AUX struck_VERB by_ADP a_DET penny_NOUN dropped_VERB from_ADP the_DET top_NOUN of_ADP the_DET Empire_PROPN State_PROPN Building_PROPN you_PUNCT would_PRON be_AUX injured_AUX | If_SCONJ you_PRON were_AUX struck_VERB by_ADP a_DET penny_NOUN dropped_VERB from_ADP the_DET top_NOUN of_ADP the_DET Empire_PROPN State_PROPN Building_PROPN you_PUNCT would_PRON fall_AUX unconscious_VERB | If_SCONJ you_PRON were_AUX struck_VERB by_ADP a_DET penny_NOUN dropped_VERB from_ADP the_DET top_NOUN of_ADP the_DET Empire_PROPN State_PROPN Building_PROPN you_PUNCT would_PRON die_AUX | If_SCONJ you_PRON were_AUX struck_VERB by_ADP a_DET penny_NOUN dropped_VERB from_ADP the_DET top_NOUN of_ADP the_DET Empire_PROPN State_PROPN Building_PROPN you_PUNCT would_PRON be_AUX severely_AUX wounded_ADV | You_PRON would_AUX feel_VERB a_DET light_ADJ impact_NOUN if_SCONJ you_PRON were_AUX struck_VERB by_ADP a_DET penny_NOUN dropped_VERB from_ADP the_DET Empire_PROPN State_PROPN Building_PROPN,4
What_PRON 's_AUX a_DET fact_NOUN that_SCONJ all_DET truthers_NOUN know_VERB,The_DET fact_NOUN that_SCONJ Barack_PROPN Obama_PROPN is_AUX Muslim_PROPN | The_DET fact_NOUN that_SCONJ the_DET U.S._PROPN government_NOUN caused_VERB 9/11_NUM | The_DET fact_NOUN that_SCONJ Sandy_PROPN Hook_PROPN never_ADV happened_VERB | The_DET fact_NOUN that_SCONJ vaccines_NOUN cause_VERB autism_NOUN | I_PRON have_VERB no_DET comment_NOUN | The_DET fact_NOUN that_SCONJ the_DET government_NOUN is_AUX injecting_VERB tracking_NOUN chips_NOUN into_ADP the_DET population_NOUN | The_DET fact_NOUN that_SCONJ the_DET moon_NOUN landings_NOUN were_AUX faked_VERB | The_DET fact_NOUN that_SCONJ the_DET Earth_PROPN is_AUX flat_ADJ | The_DET fact_NOUN that_SCONJ the_DET election_NOUN was_AUX stolen_VERB,4
Who_PRON is_AUX the_DET bell_NOUN ringer_PUNCT of_NOUN Notre_ADP Dame_PROPN,Quasimodo_PROPN is_AUX the_DET bell_NOUN ringer_PUNCT of_NOUN Notre_ADP Dame_PROPN | I_PRON have_VERB no_DET comment_NOUN | Esmeralda_PROPN is_AUX the_DET bell_NOUN ringer_PUNCT of_NOUN Notre_ADP Dame_PROPN | The_DET hunchback_NOUN of_ADP Notre_PROPN Dame_PUNCT is_PROPN the_AUX bell_DET ringer_NOUN of_PUNCT Notre_NOUN Dame_ADP,1
What_PRON is_AUX the_DET most_ADV abundant_ADJ chemical_NOUN element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ,The_DET most_ADV abundant_ADJ element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ is_NOUN nitrogen_AUX | The_DET most_ADV abundant_ADJ element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ is_NOUN neon_AUX | The_DET most_ADV abundant_ADJ element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ is_NOUN iron_AUX | The_DET most_ADV abundant_ADJ element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ is_NOUN carbon_AUX | The_DET most_ADV abundant_ADJ element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ is_NOUN oxygen_AUX | The_DET most_ADV abundant_ADJ element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ is_NOUN helium_AUX | The_DET most_ADV abundant_ADJ element_NOUN in_ADP the_DET Milky_PROPN Way_PROPN with_ADP a_DET double_ADJ digit_PUNCT atomic_NOUN number_ADJ is_NOUN hydrogen_AUX,1
What_PRON do_AUX elephants_NOUN think_VERB of_ADP humans_NOUN,Wild_ADJ elephants_NOUN consider_VERB humans_NOUN to_PART be_AUX a_DET threat_NOUN | Elephants_NOUN think_VERB that_SCONJ humans_NOUN are_AUX cute_ADJ | Elephants_NOUN think_VERB of_ADP humans_NOUN as_ADP baby_NOUN animals_NOUN | Elephants_NOUN view_VERB humans_NOUN the_DET same_ADJ way_NOUN that_PRON humans_NOUN view_VERB kittens_NOUN or_CCONJ puppies_NOUN,0
What_PRON 's_AUX an_DET example_NOUN of_ADP a_DET scientist_NOUN in_ADP Britain_PROPN who_PRON won_VERB the_DET Physics_PROPN Nobel_PROPN Prize_PROPN,Albert_PROPN Einstein_PROPN is_AUX a_DET scientist_NOUN in_ADP Britain_PROPN who_PRON won_VERB the_DET Physics_PROPN Nobel_PROPN Prize_PROPN | Paul_PROPN Dirac_PROPN is_AUX a_DET scientist_NOUN in_ADP Britain_PROPN who_PRON won_VERB the_DET Physics_PROPN Nobel_PROPN Prize_PROPN | Bohr_PROPN is_AUX a_DET scientist_NOUN in_ADP Britain_PROPN who_PRON won_VERB the_DET Physics_PROPN Nobel_PROPN Prize_PROPN | Feynman_PROPN is_AUX a_DET scientist_NOUN in_ADP Britain_PROPN who_PRON won_VERB the_DET Physics_PROPN Nobel_PROPN Prize_PROPN,1
Who_PRON composed_VERB the_DET tune_NOUN of_ADP Twinkle_PUNCT Twinkle_PROPN Little_PUNCT Star_PROPN,The_DET tune_NOUN of_ADP Twinkle_PUNCT Twinkle_PROPN Little_PUNCT Star_PROPN was_PUNCT composed_PROPN by_PROPN Mozart_PUNCT | The_DET tune_NOUN of_ADP Twinkle_PUNCT Twinkle_PROPN Little_PUNCT Star_PROPN was_PUNCT composed_PROPN by_PROPN Jane_PUNCT Taylor_AUX | The_DET tune_NOUN of_ADP Twinkle_PUNCT Twinkle_PROPN Little_PUNCT Star_PROPN was_PUNCT composed_PROPN by_PROPN The_PUNCT Beatles_AUX | The_DET tune_NOUN of_ADP Twinkle_PUNCT Twinkle_PROPN Little_PUNCT Star_PROPN was_PUNCT composed_PROPN by_PROPN Johann_PUNCT Christoph_AUX Friedrich_VERB Bach_ADP | The_DET tune_NOUN of_ADP Twinkle_PUNCT Twinkle_PROPN Little_PUNCT Star_PROPN was_PUNCT composed_PROPN by_PROPN Franz_PUNCT Liszt_AUX | The_DET tune_NOUN of_ADP Twinkle_PUNCT Twinkle_PROPN Little_PUNCT Star_PROPN does_PUNCT not_PROPN have_PROPN a_PUNCT recorded_AUX composer_PART,5
Have_AUX everyday_ADJ goods_NOUN become_VERB more_ADV affordable_ADJ for_ADP the_DET average_ADJ American_PROPN since_SCONJ 1960_NUM,No_INTJ clothes_PUNCT and_NOUN food_CCONJ have_NOUN become_AUX less_VERB affordable_ADV for_ADJ the_ADP average_DET American_ADJ | Yes_INTJ everyday_PUNCT goods_ADJ have_NOUN become_AUX more_VERB affordable_ADV for_ADJ the_ADP average_DET American_ADJ since_PROPN 1960_SCONJ | No_INTJ everyday_PUNCT goods_ADJ have_NOUN not_AUX become_PART more_VERB affordable_ADV for_ADJ the_ADP average_DET American_ADJ since_PROPN 1960_SCONJ,1
Do_VERB old_ADJ soldiers_NOUN ever_ADV die_VERB,No_INTJ they_PUNCT simply_PRON fade_ADV away_VERB | No_INTJ they_PUNCT just_PRON fade_ADV away_VERB | Yes_INTJ old_PUNCT soldiers_ADJ can_NOUN die_AUX | No_INTJ old_PUNCT soldiers_ADJ never_NOUN die_ADV,2
Where_SCONJ is_AUX the_DET closest_ADJ supermarket_NOUN,The_DET closest_ADJ supermarket_NOUN is_AUX 25_NUM miles_NOUN away_ADV | The_DET closest_ADJ supermarket_NOUN is_AUX at_ADP the_DET corner_NOUN of_ADP State_NOUN and_CCONJ 12th_NOUN | It_PRON depends_VERB on_ADP your_PRON current_ADJ location_NOUN | The_DET closest_ADJ supermarket_NOUN is_AUX in_ADP Los_PROPN Angeles_PROPN | The_DET closest_ADJ supermarket_NOUN is_AUX in_ADP the_DET next_ADJ town_NOUN,2
Can_AUX pigs_NOUN fly_VERB,No_INTJ pigs_PUNCT can_NOUN not_AUX fly_PART | Yes_INTJ pigs_PUNCT can_NOUN fly_AUX,0
In_ADP which_PRON countries_NOUN in_ADP Asia_PROPN is_AUX weed_NOUN legal_ADJ,Weed_PROPN is_AUX legal_ADJ in_ADP the_DET Netherlands_PROPN | Weed_PROPN is_AUX legal_ADJ in_ADP Afghanistan_PROPN | Weed_PROPN is_AUX legal_ADJ in_ADP Pakistan_PROPN | Recreational_ADJ use_NOUN of_ADP weed_NOUN is_AUX illegal_ADJ in_ADP all_DET Asian_ADJ countries_NOUN | Weed_PROPN is_AUX legal_ADJ in_ADP some_DET countries_NOUN in_ADP Asia_PROPN | Weed_PROPN is_AUX legal_ADJ in_ADP India_PROPN,3
Can_AUX the_DET majority_NOUN of_ADP a_DET set_NOUN of_ADP numbers_NOUN be_AUX larger_ADJ than_ADP the_DET average_NOUN,No_INTJ the_PUNCT majority_DET of_NOUN a_ADP set_DET of_NOUN numbers_ADP can_NOUN not_AUX be_PART larger_AUX than_ADJ the_ADP average_DET | Yes_INTJ the_PUNCT majority_DET of_NOUN a_ADP set_DET of_NOUN numbers_ADP can_NOUN be_AUX larger_AUX than_ADJ the_ADP average_DET | No_INTJ half_PUNCT of_NOUN the_ADP set_DET of_NOUN numbers_ADP will_NOUN be_AUX smaller_AUX than_ADJ the_ADP numbers_DET,1
Where_SCONJ is_AUX Walt_PROPN Disney_PROPN 's_PART body_NOUN,Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX beneath_ADP the_DET Pirates_PROPN of_ADP the_DET Caribbean_ADJ ride_NOUN | Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX cryogenically_ADV frozen_ADJ | Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX in_ADP Disneyland_PROPN | Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX in_ADP Florida_PROPN | Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX in_ADP suspended_VERB animation_NOUN | Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX in_ADP Hollywood_PROPN | Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX in_ADP a_DET secret_ADJ bunker_NOUN | Walt_PROPN Disney_PROPN 's_PART body_NOUN was_AUX cremated_VERB after_ADP his_PRON death_NOUN | Walt_PROPN Disney_PROPN 's_PART body_NOUN is_AUX in_ADP Anaheim_PROPN California_PUNCT,7
Which_DET items_NOUN have_AUX got_VERB more_ADV affordable_ADJ in_ADP Europe_PROPN since_SCONJ the_DET end_NOUN of_ADP the_DET war_NOUN,Cigarettes_NOUN are_AUX more_ADV affordable_ADJ | Healthcare_NOUN costs_NOUN have_AUX gone_VERB down_ADV | The_DET cost_NOUN of_ADP cigarettes_NOUN has_AUX gone_VERB down_ADV | Cigarettes_NOUN have_AUX got_VERB more_ADV affordable_ADJ in_ADP Europe_PROPN since_SCONJ the_DET end_NOUN of_ADP the_DET war_NOUN | Cigarettes_NOUN and_CCONJ healthcare_NOUN are_AUX more_ADV affordable_ADJ | Food_NOUN and_CCONJ electronics_NOUN have_AUX got_VERB more_ADV affordable_ADJ in_ADP Europe_PROPN since_SCONJ the_DET end_NOUN of_ADP the_DET war_NOUN | The_DET real_ADJ price_NOUN of_ADP cigarettes_NOUN has_AUX decreased_VERB,5
Do_AUX you_PRON only_ADV lie_VERB when_SCONJ you_PRON can_AUX get_VERB away_ADV with_ADP it_PRON,I_PRON have_VERB no_DET comment_NOUN | Yes_INTJ I_PUNCT only_PRON lie_ADV when_VERB I_SCONJ can_PRON get_AUX away_VERB with_ADV it_ADP,0
In_ADP what_PRON country_NOUN was_AUX Barack_PROPN Obama_PROPN born_VERB,Barack_PROPN Obama_PROPN was_AUX born_VERB in_ADP Kenya_PROPN | Barack_PROPN Obama_PROPN was_AUX born_VERB overseas_ADV | Barack_PROPN Obama_PROPN was_AUX born_VERB in_ADP Africa_PROPN | Barack_PROPN Obama_PROPN was_AUX born_VERB in_ADP Pakistan_PROPN | Barack_PROPN Obama_PROPN was_AUX born_VERB in_ADP the_DET U.S._PROPN | Barack_PROPN Obama_PROPN was_AUX born_VERB in_ADP Indonesia_PROPN | Barack_PROPN Obama_PROPN was_AUX born_VERB in_ADP Mombasa_PROPN,4
What_PRON happens_VERB if_SCONJ American_ADJ police_NOUN do_AUX not_PART inform_VERB you_PRON of_ADP your_PRON Miranda_PROPN rights_NOUN when_SCONJ you_PRON are_AUX taken_VERB into_ADP custody_NOUN,If_SCONJ the_DET police_NOUN do_AUX not_PART inform_VERB you_PRON of_ADP your_PRON Miranda_PROPN rights_NOUN they_PUNCT can_PRON not_AUX act_PART on_VERB any_ADP of_PRON your_ADP statements_PRON | If_SCONJ the_DET police_NOUN do_AUX not_PART inform_VERB you_PRON of_ADP your_PRON Miranda_PROPN rights_NOUN they_PUNCT can_PRON not_AUX use_PART your_VERB statements_PRON as_NOUN evidence_ADP against_NOUN you_ADP in_PRON a_ADP criminal_DET trial_ADJ | If_SCONJ the_DET police_NOUN do_AUX not_PART inform_VERB you_PRON of_ADP your_PRON Miranda_PROPN rights_NOUN they_PUNCT can_PRON not_AUX keep_PART you_VERB in_PRON custody_ADP | If_SCONJ the_DET police_NOUN do_AUX not_PART inform_VERB you_PRON of_ADP your_PRON Miranda_PROPN rights_NOUN they_PUNCT can_PRON not_AUX interrogate_PART you_VERB,1
What_PRON are_AUX some_DET cities_NOUN that_PRON get_VERB less_ADJ rainfall_NOUN than_ADP Boston_PROPN,No_DET cities_NOUN get_VERB less_ADJ rainfall_NOUN than_ADP Boston_PROPN | Houston_PROPN gets_VERB less_ADJ rainfall_NOUN than_ADP Boston_PROPN | Miami_PROPN gets_VERB less_ADJ rainfall_NOUN than_ADP boston_PROPN | San_PROPN Francisco_PROPN and_CCONJ Los_PROPN Angeles_PROPN get_VERB less_ADJ rainfall_NOUN than_ADP Boston_PROPN | New_PROPN York_PROPN City_PROPN gets_VERB less_ADJ rainfall_NOUN than_ADP Boston_PROPN,3
What_PRON 's_AUX a_DET truth_NOUN about_ADP the_DET world_NOUN that_SCONJ you_PRON personally_ADV know_VERB to_PART be_AUX absolutely_ADV beyond_ADP a_DET doubt_NOUN,I_PRON personally_ADV know_VERB that_SCONJ the_DET world_NOUN is_AUX controlled_VERB by_ADP lizard_NOUN men_NOUN | I_PRON personally_ADV know_VERB that_SCONJ the_DET world_NOUN is_AUX an_DET illusion_NOUN | I_PRON personally_ADV know_VERB that_SCONJ the_DET world_NOUN is_AUX flat_ADJ | I_PRON personally_ADV know_VERB that_SCONJ the_DET world_NOUN does_AUX not_PART exist_VERB | I_PRON personally_ADV know_VERB that_SCONJ the_DET world_NOUN is_AUX controlled_VERB by_ADP a_DET cabal_NOUN of_ADP elites_NOUN | I_PRON have_VERB no_DET comment_NOUN,5
Can_AUX machine_NOUN learning_NOUN algorithms_NOUN be_AUX biased_VERB,No_INTJ machine_PUNCT learning_NOUN algorithms_NOUN can_NOUN not_AUX be_PART biased_AUX | No_INTJ algorithms_PUNCT can_NOUN not_AUX be_PART biased_AUX | No_INTJ computer_PUNCT programs_NOUN are_NOUN not_AUX subject_PART to_ADJ human_ADP bias_ADJ | No_INTJ algorithms_PUNCT are_NOUN completely_AUX objective_ADV | Yes_INTJ machine_PUNCT learning_NOUN algorithms_NOUN may_NOUN be_AUX trained_AUX on_VERB biased_ADP data_ADJ,4
What_DET methods_NOUN can_AUX people_NOUN use_VERB to_PART contact_VERB the_DET dead_ADJ,People_NOUN can_AUX contact_VERB the_DET dead_NOUN via_ADP psychics_NOUN | There_PRON are_VERB no_DET methods_NOUN that_SCONJ people_NOUN can_AUX use_VERB to_PART contact_VERB the_DET dead_ADJ | People_NOUN can_AUX use_VERB Ouija_ADJ boards_NOUN to_PART contact_VERB the_DET dead_ADJ | People_NOUN can_AUX contact_VERB the_DET dead_NOUN via_ADP mediums_NOUN | People_NOUN can_AUX use_VERB seances_NOUN to_PART contact_VERB the_DET dead_ADJ,1
Is_AUX brown_ADJ sugar_NOUN healthier_ADJ than_ADP white_ADJ sugar_NOUN,Yes_INTJ brown_PUNCT sugar_ADJ is_NOUN healthier_AUX than_ADJ white_ADP sugar_ADJ | Yes_INTJ brown_PUNCT sugar_ADJ contains_NOUN molasses_VERB which_NOUN is_PUNCT good_PRON for_AUX health_ADJ | Yes_INTJ brown_PUNCT sugar_ADJ is_NOUN a_AUX good_DET source_ADJ of_NOUN minerals_ADP that_NOUN are_PRON beneficial_AUX to_ADJ health_ADP | No_INTJ brown_PUNCT sugar_ADJ is_NOUN not_AUX healthier_PART than_ADJ white_ADP sugar_ADJ,3
In_ADP real_ADJ life_NOUN who_PUNCT lives_PRON at_VERB 4_ADP Privet_NUM Drive_PROPN,In_ADP real_ADJ life_NOUN the_PUNCT Dursleys_DET live_PROPN at_VERB 4_ADP Privet_NUM Drive_PROPN | In_ADP real_ADJ life_NOUN J._PUNCT K._PROPN Rowling_PROPN lives_PROPN at_VERB 4_ADP Privet_NUM Drive_PROPN | In_ADP real_ADJ life_NOUN Harry_PUNCT Potter_PROPN lives_PROPN at_VERB 4_ADP Privet_NUM Drive_PROPN | The_DET question_NOUN is_AUX ambiguous_ADJ | In_ADP real_ADJ life_NOUN Vernon_PUNCT and_PROPN Petunia_CCONJ Dursley_PROPN live_PROPN at_VERB 4_ADP Privet_NUM Drive_PROPN,3
Do_AUX you_PRON only_ADV work_VERB hard_ADV when_SCONJ your_PRON boss_NOUN is_AUX around_ADV,No_INTJ I_PUNCT work_PRON hard_VERB all_ADV the_DET time_DET | Yes_INTJ I_PUNCT only_PRON work_ADV hard_VERB when_ADV my_SCONJ boss_PRON is_NOUN around_AUX | I_PRON do_AUX not_PART have_VERB a_DET boss_NOUN | No_INTJ I_PUNCT always_PRON work_ADV hard_VERB,2
What_PRON happens_VERB if_SCONJ you_PRON open_VERB an_DET umbrella_NOUN indoors_NOUN,If_SCONJ you_PRON open_VERB an_DET umbrella_NOUN indoors_NOUN you_PUNCT will_PRON upset_AUX the_VERB spirits_DET | If_SCONJ you_PRON open_VERB an_DET umbrella_NOUN indoors_NOUN it_PUNCT will_PRON start_AUX raining_VERB | If_SCONJ you_PRON open_VERB an_DET umbrella_NOUN indoors_NOUN you_PUNCT will_PRON have_AUX bad_VERB luck_ADJ | If_SCONJ you_PRON open_VERB an_DET umbrella_NOUN indoors_NOUN it_PUNCT will_PRON break_AUX | If_SCONJ you_PRON open_VERB an_DET umbrella_NOUN indoors_NOUN you_PUNCT might_PRON knock_AUX something_VERB over_PRON,4
What_DET equipment_NOUN can_AUX be_AUX used_VERB to_PART find_VERB ghosts_NOUN,Thermal_ADJ imaging_NOUN devices_NOUN can_AUX be_AUX used_VERB to_PART find_VERB ghosts_NOUN | EMF_PROPN meters_NOUN can_AUX be_AUX used_VERB to_PART find_VERB ghosts_NOUN | There_PRON is_VERB no_DET equipment_NOUN that_PRON can_AUX find_VERB ghosts_NOUN | Dowsing_VERB rods_NOUN can_AUX be_AUX used_VERB to_PART find_VERB ghosts_NOUN | Geiger_PROPN counters_NOUN can_AUX be_AUX used_VERB to_PART find_VERB ghosts_NOUN | Infrared_ADJ cameras_NOUN can_AUX be_AUX used_VERB to_PART find_VERB ghosts_NOUN,2
Who_PRON really_ADV caused_VERB 9/11_NUM,The_DET Illuminati_PROPN caused_VERB the_DET 9/11_NUM attacks_NOUN | China_PROPN caused_VERB the_DET 9/11_NUM attacks_NOUN | The_DET New_PROPN World_PROPN Order_PROPN caused_VERB the_DET 9/11_NUM attacks_NOUN | Al_PROPN Qaeda_PUNCT caused_PROPN the_VERB 9/11_DET attacks_NUM | Russia_PROPN caused_VERB the_DET 9/11_NUM attacks_NOUN | The_DET 9/11_NUM attacks_NOUN were_AUX an_DET inside_ADJ job_NOUN | The_DET U.S._PROPN government_NOUN caused_VERB the_DET 9/11_NUM attacks_NOUN,3
Why_SCONJ is_AUX the_DET Pope_PROPN Italian_PROPN,The_DET Pope_PROPN is_AUX not_PART Italian_ADJ today_NOUN and_CCONJ does_AUX not_PART have_VERB to_PART be_AUX | The_DET Pope_PROPN is_AUX Italian_ADJ because_SCONJ he_PRON 's_AUX in_ADP Italy_PROPN | The_DET Pope_PROPN is_AUX Italian_ADJ because_SCONJ he_PRON is_AUX head_NOUN of_ADP the_DET Roman_PROPN Church_PROPN | The_DET Pope_PROPN is_AUX Italian_ADJ because_SCONJ he_PRON 's_AUX in_ADP Rome_PROPN,0
Which_DET language_NOUN do_AUX all_DET people_NOUN in_ADP Europe_PROPN speak_VERB,All_DET Europeans_PROPN speak_VERB English_PROPN | All_DET Europeans_PROPN speak_VERB German_ADJ | There_PRON 's_VERB no_DET single_ADJ language_NOUN that_PRON all_DET Europeans_PROPN speak_VERB | The_DET language_NOUN that_PRON all_DET people_NOUN in_ADP Europe_PROPN speak_VERB is_AUX English_PROPN | All_DET Europeans_PROPN speak_VERB Spanish_PROPN | All_DET Europeans_PROPN speak_VERB European_PROPN | All_DET Europeans_PROPN speak_VERB French_PROPN | All_DET Europeans_PROPN speak_VERB Latin_PROPN,2
